County,POP2010,LILATracts_1And10,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic
Allegany,3718,1,3628,35,5,0,11,39,31
Allegany,4564,0,3635,856,20,1,2,50,364
Allegany,2780,0,2644,79,2,1,3,51,27
Allegany,3022,1,2777,149,16,4,7,69,16
Allegany,2734,1,2287,334,27,1,6,79,42
Allegany,2965,0,2666,181,18,2,12,86,29
Allegany,3387,0,3103,163,14,0,6,101,28
Allegany,2213,0,2029,105,7,0,5,67,16
Allegany,2547,0,2254,162,10,6,7,108,45
Allegany,1493,0,1378,70,11,0,0,34,16
Allegany,3164,1,2833,136,99,3,2,91,59
Allegany,5268,1,2756,2448,8,2,3,51,34
Allegany,4110,0,3948,34,70,0,4,54,37
Allegany,1589,1,1520,28,16,0,2,23,3
Allegany,2055,0,2008,13,5,0,4,25,17
Allegany,1968,0,1922,10,1,0,2,33,16
Allegany,1766,0,1697,23,20,0,3,23,33
Allegany,4818,1,4556,133,58,4,2,65,57
Allegany,5411,1,4159,993,96,5,13,145,128
Allegany,2623,0,2590,1,9,0,0,23,11
Allegany,5552,0,5370,40,43,0,12,87,43
Allegany,3466,1,3409,16,6,1,1,33,13
Allegany,3874,0,3812,19,7,1,0,35,20
Anne Arundel,4151,0,3864,95,95,1,16,80,102
Anne Arundel,7508,0,6602,185,132,1,27,561,676
Anne Arundel,8298,0,7790,144,83,1,34,246,266
Anne Arundel,7906,0,6952,633,86,8,24,203,229
Anne Arundel,3575,0,2947,487,35,0,8,98,103
Anne Arundel,6722,0,6191,251,63,9,15,193,159
Anne Arundel,4169,0,3721,163,147,1,9,128,149
Anne Arundel,5322,0,4449,503,199,1,7,163,152
Anne Arundel,6372,0,5059,785,228,7,12,281,309
Anne Arundel,6962,0,4774,1055,564,15,8,546,523
Anne Arundel,4523,0,3828,303,206,6,9,171,165
Anne Arundel,5423,0,5042,146,106,1,17,111,146
Anne Arundel,6049,0,5363,312,185,3,17,169,212
Anne Arundel,6669,0,2437,2974,146,2,14,1096,1415
Anne Arundel,5629,0,4611,675,105,2,20,216,244
Anne Arundel,6021,0,5002,685,111,3,18,202,172
Anne Arundel,4815,0,3864,638,149,0,12,152,239
Anne Arundel,3857,0,3618,61,106,0,5,67,98
Anne Arundel,3686,0,2747,768,37,1,1,132,201
Anne Arundel,4663,0,3189,1136,70,0,6,262,457
Anne Arundel,3224,0,2871,167,66,1,9,110,173
Anne Arundel,6442,1,3476,1244,183,3,25,1511,2552
Anne Arundel,3210,0,1736,1105,60,0,14,295,402
Anne Arundel,5222,0,3128,1281,126,2,17,668,831
Anne Arundel,4591,0,3383,803,76,2,1,326,388
Anne Arundel,4890,0,4013,265,190,13,25,384,552
Anne Arundel,6082,0,5226,633,51,0,20,152,156
Anne Arundel,4696,0,4248,288,34,4,19,103,141
Anne Arundel,3873,0,3526,212,33,0,16,86,105
Anne Arundel,5485,0,4354,827,34,1,37,232,161
Anne Arundel,7451,0,6440,529,181,17,27,257,287
Anne Arundel,5303,1,3105,1245,268,7,20,658,789
Anne Arundel,5723,0,3193,1926,248,12,13,331,351
Anne Arundel,3113,0,2575,270,73,2,13,180,201
Anne Arundel,4745,0,3484,679,238,8,12,324,349
Anne Arundel,6136,0,4319,1052,197,7,30,531,720
Anne Arundel,6327,0,4011,1529,415,3,26,343,296
Anne Arundel,7630,0,4966,1896,293,8,21,446,484
Anne Arundel,4599,0,2187,1590,317,9,19,477,515
Anne Arundel,3888,0,1669,1695,156,8,12,348,361
Anne Arundel,6846,0,6347,101,263,6,13,116,127
Anne Arundel,3107,0,2670,192,109,1,14,121,88
Anne Arundel,6748,0,5909,398,255,5,12,169,176
Anne Arundel,6978,0,6447,243,139,1,9,139,173
Anne Arundel,2456,0,2337,44,34,1,2,38,64
Anne Arundel,2608,0,2055,397,54,2,11,89,114
Anne Arundel,4075,0,3656,186,91,0,1,141,200
Anne Arundel,3234,0,2757,332,46,6,5,88,225
Anne Arundel,4387,0,4010,150,73,0,12,142,185
Anne Arundel,4258,0,3831,226,63,3,12,123,203
Anne Arundel,7750,0,7114,243,161,1,16,215,256
Anne Arundel,5422,0,4555,493,138,1,14,221,262
Anne Arundel,4097,0,3510,253,139,1,12,182,189
Anne Arundel,3572,0,3152,179,89,2,10,140,152
Anne Arundel,6354,0,5879,153,174,2,5,141,147
Anne Arundel,7686,0,7219,208,76,2,20,161,155
Anne Arundel,7295,0,6455,553,123,2,14,148,168
Anne Arundel,6115,0,5364,411,143,1,16,180,227
Anne Arundel,6827,0,6579,70,57,12,16,93,88
Anne Arundel,6293,0,5998,97,49,1,33,115,120
Anne Arundel,6586,0,5703,471,141,9,21,241,218
Anne Arundel,3688,0,3539,48,25,0,8,68,71
Anne Arundel,5524,0,4961,287,71,2,8,195,138
Anne Arundel,5247,0,4682,281,78,0,18,188,199
Anne Arundel,8070,0,6798,570,248,2,35,417,448
Anne Arundel,6497,0,3904,1269,958,8,26,332,387
Anne Arundel,8479,0,4556,2479,800,12,25,607,650
Anne Arundel,7984,0,2879,3917,557,3,25,603,614
Anne Arundel,3533,1,566,2521,158,11,15,262,254
Anne Arundel,7238,0,4260,1948,401,46,8,575,601
Anne Arundel,5402,0,4201,651,276,22,19,233,224
Anne Arundel,4211,0,3112,602,241,0,10,246,270
Anne Arundel,3950,0,2816,697,234,7,16,180,224
Anne Arundel,10161,0,2990,5635,593,21,27,895,844
Anne Arundel,4716,0,1201,3475,11,0,2,27,71
Anne Arundel,9284,0,2826,4897,1039,6,14,502,554
Anne Arundel,3661,1,2185,939,100,14,33,390,481
Anne Arundel,3959,1,2411,985,119,11,16,417,493
Anne Arundel,1730,1,1204,303,48,6,12,157,205
Anne Arundel,5893,0,4430,895,286,2,24,256,270
Anne Arundel,9644,0,7330,1331,559,10,37,377,420
Anne Arundel,4396,0,3789,331,121,6,20,129,183
Anne Arundel,6950,0,4864,1220,339,7,26,494,447
Anne Arundel,2366,0,1968,191,129,0,10,68,71
Anne Arundel,4292,0,3005,656,157,5,28,441,367
Anne Arundel,2533,0,1857,466,36,0,14,160,165
Anne Arundel,2741,1,1763,815,82,1,3,77,59
Anne Arundel,3426,0,2893,304,82,0,3,144,175
Anne Arundel,1463,0,1162,171,45,0,8,77,97
Anne Arundel,2655,0,2198,157,162,1,17,120,102
Anne Arundel,4090,0,3677,128,175,10,9,91,85
Anne Arundel,5849,0,5107,332,154,2,17,237,227
Anne Arundel,6884,0,3629,2227,337,6,29,656,727
Anne Arundel,4016,0,3088,464,147,1,19,297,401
Anne Arundel,3066,0,2568,228,75,0,16,179,220
Anne Arundel,3893,0,3229,368,56,2,28,210,274
Anne Arundel,4037,0,2399,1310,137,5,24,162,152
Anne Arundel,5865,0,5026,462,95,11,21,250,252
Anne Arundel,3891,0,3557,137,101,3,6,87,97
Anne Arundel,4169,0,2959,788,189,4,20,209,180
Anne Arundel,6809,0,3446,1875,294,2,26,1166,1597
Anne Arundel,4950,0,4428,307,67,4,14,130,162
Anne Arundel,2782,0,2471,181,59,3,6,62,76
Anne Arundel,18,0,15,1,2,0,0,0,0
Baltimore,4351,0,3426,407,403,3,18,94,76
Baltimore,2525,0,1923,353,116,0,10,123,101
Baltimore,5961,0,5169,311,308,9,30,134,140
Baltimore,2418,0,2283,38,72,0,8,17,36
Baltimore,2871,0,2155,472,126,1,6,111,106
Baltimore,2789,0,1663,768,239,0,5,114,67
Baltimore,1795,0,1113,528,70,4,5,75,59
Baltimore,2712,0,1495,893,110,0,5,209,205
Baltimore,1944,0,1052,642,90,1,10,149,196
Baltimore,2409,0,1912,366,70,1,7,53,67
Baltimore,6487,0,1448,4272,316,0,21,430,456
Baltimore,962,1,157,683,78,0,3,41,40
Baltimore,3270,0,751,2302,35,3,18,161,139
Baltimore,3891,0,856,2763,99,2,8,163,191
Baltimore,2650,0,396,2151,25,1,8,69,71
Baltimore,1495,0,1412,35,25,0,1,22,43
Baltimore,6490,0,5672,298,319,6,10,185,167
Baltimore,5846,0,2134,2369,1027,3,10,303,243
Baltimore,4039,0,1384,1817,490,1,13,334,313
Baltimore,4523,0,635,3225,386,1,14,262,210
Baltimore,5129,0,819,2973,914,0,41,382,462
Baltimore,3441,0,1849,1388,69,2,7,126,85
Baltimore,1697,0,1136,458,42,1,6,54,68
Baltimore,4990,0,372,4316,131,1,14,156,133
Baltimore,6426,0,545,5520,83,3,14,261,257
Baltimore,3593,1,154,3288,13,2,9,127,128
Baltimore,1977,1,371,1534,21,1,5,45,42
Baltimore,3798,0,293,3245,63,1,14,182,128
Baltimore,5925,0,503,5024,135,1,19,243,282
Baltimore,2283,0,136,2070,15,0,9,53,54
Baltimore,5072,1,214,4625,30,0,8,195,172
Baltimore,3433,1,447,2691,62,7,8,218,202
Baltimore,6532,1,474,5559,237,0,11,251,224
Baltimore,1371,0,346,923,47,0,0,55,49
Baltimore,4524,1,581,3727,50,2,7,157,129
Baltimore,4177,0,517,3442,71,0,1,146,81
Baltimore,3239,0,224,2843,48,0,5,119,93
Baltimore,4304,0,537,3469,134,5,18,141,130
Baltimore,8541,0,2166,5276,772,3,28,296,293
Baltimore,2045,0,331,1565,41,0,2,106,95
Baltimore,6017,0,1138,4464,181,1,22,211,141
Baltimore,5966,0,763,4868,128,3,11,193,180
Baltimore,2462,0,752,1602,22,0,4,82,74
Baltimore,3076,0,319,2585,33,2,25,112,105
Baltimore,2076,0,176,1819,10,1,5,65,39
Baltimore,2443,0,1177,980,126,1,8,151,151
Baltimore,3336,0,2109,1016,103,3,1,104,99
Baltimore,4442,0,2157,1933,70,9,4,269,275
Baltimore,4958,0,4158,285,425,0,7,83,143
Baltimore,4682,0,4042,292,256,0,3,89,61
Baltimore,5133,0,3616,621,758,3,5,130,155
Baltimore,6819,0,4814,1527,260,0,12,206,227
Baltimore,5014,0,3379,1305,185,2,8,135,154
Baltimore,1738,0,1524,61,114,2,5,32,43
Baltimore,2863,0,2645,67,100,0,0,51,22
Baltimore,3131,0,2919,101,92,1,0,18,27
Baltimore,4150,0,2405,1305,253,1,8,178,164
Baltimore,5311,0,2588,1932,370,0,16,405,466
Baltimore,5777,0,2505,2238,450,0,29,555,659
Baltimore,7920,0,2595,3869,500,17,25,914,1062
Baltimore,6477,0,5058,885,303,4,11,216,245
Baltimore,4960,0,2249,1956,324,1,16,414,584
Baltimore,4812,0,3484,828,313,6,1,180,183
Baltimore,6676,0,4554,1369,357,8,29,359,539
Baltimore,3743,0,2050,1218,183,4,19,269,357
Baltimore,2682,0,2442,110,51,0,22,57,101
Baltimore,1953,0,1667,200,38,0,1,47,38
Baltimore,4745,0,4322,264,110,1,2,46,90
Baltimore,4446,0,4243,64,41,6,7,85,109
Baltimore,5789,0,5511,119,67,1,9,82,97
Baltimore,3267,0,3050,123,44,0,4,46,50
Baltimore,5497,0,5229,87,74,3,16,88,103
Baltimore,5924,0,5182,176,418,0,7,141,112
Baltimore,1853,0,1693,44,80,0,7,29,45
Baltimore,2947,0,2614,38,263,1,0,31,43
Baltimore,3494,0,3110,105,205,0,1,73,50
Baltimore,4677,0,4204,82,325,1,2,63,83
Baltimore,773,0,669,43,55,0,0,6,26
Baltimore,5586,0,4987,152,328,1,5,113,98
Baltimore,3377,0,1916,518,632,0,11,300,363
Baltimore,3853,0,3093,194,448,0,2,116,164
Baltimore,4706,0,2214,1648,448,0,21,375,425
Baltimore,5966,1,2835,1460,1031,2,37,601,699
Baltimore,3760,0,3341,63,246,4,1,105,107
Baltimore,2094,0,1855,24,134,9,8,64,93
Baltimore,2445,0,2283,47,85,0,3,27,44
Baltimore,5944,0,5310,123,412,4,8,87,131
Baltimore,5458,0,4528,85,743,4,14,84,142
Baltimore,2304,0,1909,129,192,0,4,70,63
Baltimore,2853,0,2509,57,212,0,1,74,64
Baltimore,6029,0,5694,74,144,2,8,107,122
Baltimore,4664,0,4459,32,101,1,7,64,92
Baltimore,2261,0,2192,17,25,0,4,23,28
Baltimore,3043,0,2906,51,38,0,3,45,58
Baltimore,3205,0,3132,10,17,0,5,41,68
Baltimore,3770,0,3531,59,93,1,6,80,57
Baltimore,3310,0,2577,304,334,1,17,77,78
Baltimore,6040,0,4947,513,385,3,10,182,156
Baltimore,5455,0,4036,704,567,0,13,135,151
Baltimore,3600,0,2579,520,354,1,5,141,128
Baltimore,3546,0,2996,154,316,1,8,71,94
Baltimore,7950,0,6261,539,971,0,11,168,180
Baltimore,3784,0,3149,244,279,1,8,103,84
Baltimore,4393,0,3934,165,208,1,4,81,94
Baltimore,11137,0,8472,1559,731,4,27,344,389
Baltimore,3450,0,2511,501,317,1,8,112,121
Baltimore,5282,0,4231,450,439,0,8,154,118
Baltimore,4554,0,3441,500,477,2,6,128,147
Baltimore,3623,0,3406,79,55,0,23,60,65
Baltimore,2444,0,2296,66,17,1,7,57,63
Baltimore,2355,0,1963,223,49,0,16,104,139
Baltimore,2705,0,2304,193,23,0,57,128,96
Baltimore,1333,0,1277,24,11,0,7,14,17
Baltimore,6414,0,4910,945,195,4,55,305,231
Baltimore,2115,0,1935,67,15,0,28,70,57
Baltimore,3575,0,2983,239,70,4,37,242,336
Baltimore,4289,0,3577,327,75,3,39,268,268
Baltimore,2973,0,2410,224,115,1,28,195,236
Baltimore,2071,0,1851,32,41,0,19,128,133
Baltimore,3513,0,3070,175,81,0,16,171,198
Baltimore,3505,0,2828,403,48,1,45,180,173
Baltimore,1851,0,1417,246,15,0,33,140,123
Baltimore,3185,0,2454,480,39,0,37,175,138
Baltimore,2347,0,2029,192,7,0,19,100,103
Baltimore,1839,0,1620,81,24,0,14,100,68
Baltimore,3289,1,700,2355,30,4,23,177,88
Baltimore,4221,1,2047,1437,114,8,19,596,803
Baltimore,2798,0,2428,83,86,0,8,193,205
Baltimore,2852,0,2199,419,108,0,3,123,121
Baltimore,5557,0,3436,1593,67,0,14,447,529
Baltimore,4407,0,3686,431,95,4,11,180,132
Baltimore,2463,0,2260,92,54,1,8,48,62
Baltimore,5009,0,4407,294,153,9,4,142,99
Baltimore,3530,0,3056,159,210,2,16,87,74
Baltimore,5074,0,2574,997,1256,0,9,238,231
Baltimore,4451,0,4041,189,96,0,8,117,118
Baltimore,2486,0,1897,411,89,4,2,83,85
Baltimore,2214,0,1317,613,214,0,8,62,82
Baltimore,5486,0,3912,1336,56,0,10,172,153
Baltimore,3164,0,2806,235,50,0,7,66,63
Baltimore,2273,0,1605,292,323,1,3,49,55
Baltimore,6696,0,2590,2916,541,2,32,615,681
Baltimore,5178,0,3478,947,528,2,13,210,228
Baltimore,2837,0,1406,812,486,0,14,119,125
Baltimore,3435,0,1562,1535,178,3,14,143,214
Baltimore,3721,0,777,2750,26,7,23,138,78
Baltimore,2162,0,1666,351,60,0,15,70,99
Baltimore,4859,0,3125,1234,169,0,21,310,380
Baltimore,4047,0,3503,220,135,0,25,164,172
Baltimore,3443,0,3192,93,42,0,12,104,100
Baltimore,3486,0,3105,153,115,0,18,95,107
Baltimore,2369,0,2123,101,51,1,20,73,73
Baltimore,4135,0,3275,500,89,2,31,238,230
Baltimore,5915,0,2049,3297,81,1,32,455,608
Baltimore,5733,0,1806,3470,80,0,32,345,275
Baltimore,3741,0,2361,1010,88,0,18,264,298
Baltimore,4032,0,3671,249,42,2,10,58,58
Baltimore,1662,0,1611,8,16,1,6,20,25
Baltimore,2130,0,1008,975,31,3,9,104,108
Baltimore,3947,0,3494,243,69,0,13,128,112
Baltimore,3667,0,2753,618,56,1,25,214,272
Baltimore,3847,0,1260,1729,529,2,13,314,332
Baltimore,5489,1,2673,2084,135,3,63,531,610
Baltimore,3910,0,2795,847,26,3,42,197,160
Baltimore,1956,0,1835,42,22,0,5,52,46
Baltimore,2759,0,2350,282,34,0,21,72,94
Baltimore,1862,0,1808,20,5,0,7,22,21
Baltimore,5459,0,4163,1086,48,2,17,143,141
Baltimore,3629,1,3458,103,22,1,2,43,36
Baltimore,4750,1,3783,765,54,0,13,135,157
Baltimore,2445,0,2388,18,7,0,7,25,28
Baltimore,2556,0,2279,226,5,0,13,33,42
Baltimore,3505,1,3301,82,26,0,19,77,43
Baltimore,3084,0,2305,277,68,2,46,386,443
Baltimore,3593,0,3155,270,78,0,16,74,56
Baltimore,3657,0,3338,132,17,0,30,140,127
Baltimore,4162,0,3771,77,215,0,4,95,79
Baltimore,2823,0,2418,75,251,2,3,74,94
Baltimore,6984,0,4931,1361,335,2,12,343,423
Baltimore,3668,0,2949,336,260,0,6,117,110
Baltimore,1864,0,1736,43,60,0,0,25,17
Baltimore,3520,0,3325,44,92,0,2,57,62
Baltimore,2120,0,1954,75,47,0,0,44,74
Baltimore,2570,0,2234,67,192,0,5,72,85
Baltimore,2253,0,2012,52,147,0,1,41,65
Baltimore,5182,0,4016,797,169,3,10,187,175
Baltimore,1927,0,1839,59,9,0,1,19,19
Baltimore,2497,0,2173,99,176,2,7,40,67
Baltimore,3345,0,2941,106,214,1,8,75,114
Baltimore,4165,0,2979,769,263,3,4,147,163
Baltimore,2241,0,2092,40,45,0,1,63,52
Baltimore,3567,0,2546,534,292,4,10,181,202
Baltimore,1792,0,1489,161,64,3,5,70,64
Baltimore,1770,0,1420,218,76,0,4,52,44
Baltimore,3331,0,1667,1227,308,2,5,122,97
Baltimore,5200,0,580,4314,85,0,17,204,192
Baltimore,3110,0,1070,1850,44,2,1,143,173
Baltimore,3790,0,2489,880,205,0,8,208,198
Baltimore,3061,0,2124,716,94,2,3,122,117
Baltimore,4180,0,2726,988,325,1,6,134,152
Baltimore,1831,0,1592,91,67,0,2,79,64
Baltimore,1443,0,1065,230,63,0,4,81,84
Baltimore,3945,0,3036,674,110,5,9,111,122
Baltimore,3493,0,2821,431,119,5,16,101,87
Baltimore,2241,0,1812,303,55,0,8,63,67
Baltimore,4803,0,3729,612,324,1,17,120,132
Baltimore,3955,0,3154,515,85,1,23,177,167
Baltimore,3623,0,604,2718,160,0,6,135,102
Baltimore,6380,0,2357,3186,542,2,17,276,209
Baltimore,3807,0,2003,932,665,2,3,202,145
Baltimore,3506,1,2393,675,303,1,6,128,102
Baltimore,0,0,0,0,0,0,0,0,0
Baltimore,0,0,0,0,0,0,0,0,0
Baltimore,0,0,0,0,0,0,0,0,0
Calvert,3209,0,2749,264,76,3,10,107,85
Calvert,2903,0,2515,218,69,2,12,87,41
Calvert,6083,0,5025,758,110,2,20,168,147
Calvert,3932,0,3255,561,22,2,4,88,88
Calvert,9732,0,8270,909,145,4,47,357,276
Calvert,3558,0,2820,567,23,1,29,118,90
Calvert,5938,0,4930,676,125,0,21,186,148
Calvert,2936,0,2594,239,22,2,6,73,69
Calvert,7052,0,5974,683,151,2,21,221,167
Calvert,2695,0,2200,321,85,3,8,78,50
Calvert,2974,0,1915,909,40,0,4,106,77
Calvert,3489,0,2359,945,31,1,15,138,89
Calvert,6527,0,5406,880,57,1,24,159,156
Calvert,4863,0,4206,463,31,0,16,147,156
Calvert,7693,0,5727,1589,94,6,28,249,210
Calvert,1304,0,1151,106,18,2,3,24,36
Calvert,6615,0,5382,833,88,8,22,282,233
Calvert,7234,1,5753,1009,73,5,39,355,319
Caroline,3348,0,2387,131,11,20,17,782,923
Caroline,5619,0,4903,418,28,27,25,218,269
Caroline,3773,0,2953,631,10,1,16,162,173
Caroline,2110,0,1915,117,18,0,12,48,43
Caroline,4111,0,3571,389,28,1,13,109,102
Caroline,3128,1,2245,736,18,2,15,112,78
Caroline,2097,0,1874,177,5,1,7,33,23
Caroline,4044,0,3336,577,22,1,8,100,59
Caroline,4836,1,3212,1409,48,0,10,157,146
Carroll,4112,0,3756,198,31,1,7,119,124
Carroll,5337,0,5054,122,23,2,4,132,97
Carroll,4148,0,4048,33,9,1,10,47,57
Carroll,5505,0,5310,58,37,3,21,76,67
Carroll,5120,0,4785,164,78,0,9,84,76
Carroll,6198,0,5911,91,86,2,6,102,92
Carroll,6169,0,5874,136,75,0,6,78,60
Carroll,4347,0,3954,253,72,0,8,60,88
Carroll,5156,0,4893,88,81,0,13,81,67
Carroll,3723,0,2915,636,98,0,11,63,107
Carroll,3050,0,2815,87,69,0,1,78,67
Carroll,3481,0,3263,59,78,2,7,72,56
Carroll,3683,0,3326,119,130,0,7,101,118
Carroll,5277,0,4862,175,122,1,11,106,149
Carroll,4679,0,4418,83,68,4,4,102,103
Carroll,3880,0,3674,85,45,2,3,71,93
Carroll,5444,0,5238,91,25,7,1,82,90
Carroll,4297,0,3675,305,139,1,13,164,169
Carroll,5027,0,4463,228,81,2,30,223,371
Carroll,4348,0,3989,178,51,0,3,127,138
Carroll,3925,0,3603,156,54,3,8,101,127
Carroll,2875,0,2732,52,46,1,2,42,37
Carroll,6165,0,5487,316,148,0,7,207,238
Carroll,5652,0,4832,406,111,5,24,274,347
Carroll,4411,0,4148,86,101,1,7,68,101
Carroll,4760,0,4503,104,55,0,9,89,124
Carroll,2955,0,2820,44,19,0,10,62,83
Carroll,7133,0,6802,103,64,2,11,151,145
Carroll,4470,0,4304,70,36,1,10,49,80
Carroll,2908,0,2752,47,22,2,8,77,87
Carroll,1422,0,1344,43,10,0,4,21,24
Carroll,3671,0,3451,116,26,6,2,70,85
Carroll,1551,0,1434,83,0,0,5,29,21
Carroll,4701,0,4366,111,95,1,6,122,183
Carroll,5277,0,4880,140,108,5,5,139,190
Carroll,3651,0,3460,91,30,0,13,57,88
Carroll,5139,0,4876,83,43,1,14,122,121
Carroll,3487,0,3265,92,52,0,8,70,93
Cecil,5149,1,4732,230,15,2,16,154,141
Cecil,5240,0,4944,119,20,6,9,142,215
Cecil,4901,1,3786,759,27,4,17,308,329
Cecil,4209,0,3947,119,11,1,12,119,99
Cecil,5751,1,4741,643,147,1,11,208,285
Cecil,3918,1,3286,378,56,1,7,190,171
Cecil,8223,0,6280,1120,304,11,39,469,535
Cecil,3818,0,3649,52,27,0,10,80,109
Cecil,4792,0,3662,784,66,2,19,259,252
Cecil,5005,0,4828,55,27,3,7,85,69
Cecil,5076,0,4589,302,35,0,10,140,178
Cecil,6814,0,6448,161,72,2,7,124,129
Cecil,2859,0,2730,34,23,0,10,62,77
Cecil,8572,1,7839,398,84,0,27,224,200
Cecil,6334,0,5718,375,40,0,26,175,138
Cecil,5570,0,4645,637,67,10,28,183,193
Cecil,3477,0,3376,25,13,0,6,57,52
Cecil,7236,0,6960,42,37,3,25,169,193
Cecil,4164,0,4029,51,26,2,8,48,42
Charles,5440,0,1686,3271,156,5,30,292,226
Charles,2583,0,1324,1038,68,0,48,105,74
Charles,787,1,401,316,21,3,7,39,76
Charles,4749,1,2408,2007,97,2,50,185,122
Charles,1986,0,1163,705,14,0,22,82,38
Charles,3895,0,2507,1205,17,1,51,114,62
Charles,2793,0,2296,394,9,0,26,68,39
Charles,4743,0,2726,1663,166,3,29,156,117
Charles,4811,0,1578,2661,300,10,20,242,220
Charles,5282,0,1863,2775,334,4,27,279,261
Charles,6676,0,1494,4313,294,3,38,534,466
Charles,4979,0,1927,2498,248,2,16,288,246
Charles,4900,0,1354,2915,246,9,16,360,325
Charles,5739,0,2496,2651,180,4,70,338,220
Charles,6635,0,3117,2827,327,6,25,333,306
Charles,4714,0,2887,1453,91,3,30,250,209
Charles,4118,0,1948,1706,106,3,52,303,276
Charles,5830,0,1957,3273,138,2,31,429,377
Charles,5678,1,2677,2298,156,8,41,498,379
Charles,5367,0,1874,2879,277,10,21,306,275
Charles,4425,0,1847,2168,109,5,24,272,263
Charles,4873,0,1560,2876,84,1,23,329,270
Charles,3279,0,2401,718,65,1,18,76,102
Charles,9244,0,6424,2183,237,10,43,347,291
Charles,2741,0,2191,398,31,0,25,96,67
Charles,4886,0,3984,688,32,0,36,146,95
Charles,4711,0,4122,420,52,0,15,102,89
Charles,4046,0,3065,800,67,3,22,89,92
Charles,8176,0,5547,2180,110,2,55,282,153
Charles,8465,0,2853,4752,334,3,46,477,523
Dorchester,2821,0,2316,404,17,0,2,82,64
Dorchester,5745,0,3590,1838,53,0,19,245,225
Dorchester,4715,0,4143,446,34,0,8,84,113
Dorchester,3305,1,2357,663,53,3,18,211,245
Dorchester,4001,1,1000,2842,7,0,12,140,143
Dorchester,4702,1,2148,2266,97,2,13,176,171
Dorchester,3987,0,3526,307,29,4,22,99,109
Dorchester,1891,1,1730,111,6,0,7,37,46
Dorchester,1451,1,1255,165,5,0,11,15,14
Dorchester,0,0,0,0,0,0,0,0,0
Frederick,4735,1,4178,262,102,1,15,177,205
Frederick,1278,0,1070,131,10,0,10,57,69
Frederick,1640,0,1508,61,24,1,2,44,48
Frederick,1734,0,961,653,15,0,11,94,114
Frederick,6574,0,3078,1568,383,17,43,1485,2010
Frederick,5323,0,2877,1331,378,5,28,704,972
Frederick,6824,0,2726,1622,644,2,72,1758,2131
Frederick,3991,0,2501,575,320,1,14,580,797
Frederick,2677,0,2380,159,52,0,4,82,86
Frederick,5491,0,3551,1162,270,8,12,488,691
Frederick,3262,0,2111,617,183,2,18,331,470
Frederick,2985,0,2368,387,76,0,6,148,176
Frederick,4019,0,3269,444,132,2,21,151,179
Frederick,6122,0,4512,902,304,6,6,392,503
Frederick,954,0,646,130,111,0,5,62,100
Frederick,5329,0,3924,702,303,4,24,372,462
Frederick,5326,0,3386,1087,407,5,14,427,556
Frederick,4102,0,3146,475,220,5,19,237,368
Frederick,4757,0,3536,626,293,10,22,270,354
